day,route_id,stop_name,hour,boarding_count,alighting_count,crowd_level
2,35,Dharampeth,9,24,24,PEAK
2,35,Hingna,9,22,13,PEAK
2,35,YCCE,9,30,23,PEAK
2,35,Pardi,10,28,19,PEAK
2,35,HB Town,10,29,19,PEAK
2,35,Wathoda Square,10,15,18,PEAK
2,35,Kharbi Square,10,25,22,PEAK
2,35,Dighori,10,29,10,PEAK
2,35,Manewada,10,24,18,PEAK
2,35,Chatrapati Square,10,18,18,PEAK
2,35,Pratap Nagar,10,30,13,PEAK
2,35,Trimurti Nagar,10,18,12,PEAK
2,35,Dharampeth,10,18,15,PEAK
2,35,Hingna,10,28,24,PEAK
2,35,YCCE,10,25,15,PEAK
2,35,Pardi,11,13,8,MEDIUM
2,35,HB Town,11,9,6,MEDIUM
2,35,Wathoda Square,11,11,10,MEDIUM
2,35,Kharbi Square,11,8,8,MEDIUM
2,35,Dighori,11,8,6,MEDIUM
2,35,Manewada,11,8,6,MEDIUM
2,35,Chatrapati Square,11,8,11,MEDIUM
2,35,Pratap Nagar,11,6,7,MEDIUM
2,35,Trimurti Nagar,11,8,12,MEDIUM
2,35,Dharampeth,11,10,11,MEDIUM
2,35,Hingna,11,8,9,MEDIUM
2,35,YCCE,11,11,6,MEDIUM
2,35,Pardi,12,2,4,LOW
2,35,HB Town,12,6,2,LOW
2,35,Wathoda Square,12,7,4,LOW
2,35,Kharbi Square,12,5,5,LOW
2,35,Dighori,12,8,4,LOW
2,35,Manewada,12,6,5,LOW
2,35,Chatrapati Square,12,7,2,LOW
2,35,Pratap Nagar,12,5,6,LOW
2,35,Trimurti Nagar,12,5,4,LOW
2,35,Dharampeth,12,5,2,LOW
2,35,Hingna,12,4,4,LOW
2,35,YCCE,12,6,6,LOW
2,35,Pardi,13,3,3,LOW
2,35,HB Town,13,5,3,LOW
2,35,Wathoda Square,13,6,5,LOW
2,35,Kharbi Square,13,3,2,LOW
2,35,Dighori,13,8,2,LOW
2,35,Manewada,13,4,3,LOW
2,35,Chatrapati Square,13,2,4,LOW
2,35,Pratap Nagar,13,2,6,LOW
2,35,Trimurti Nagar,13,6,6,LOW
2,35,Dharampeth,13,5,2,LOW
2,35,Hingna,13,5,2,LOW
2,35,YCCE,13,4,5,LOW
2,35,Pardi,14,8,3,LOW
2,35,HB Town,14,8,6,LOW
2,35,Wathoda Square,14,7,3,LOW
2,35,Kharbi Square,14,3,5,LOW
2,35,Dighori,14,6,6,LOW
2,35,Manewada,14,3,6,LOW
2,35,Chatrapati Square,14,3,4,LOW
2,35,Pratap Nagar,14,6,5,LOW
2,35,Trimurti Nagar,14,8,3,LOW
2,35,Dharampeth,14,7,5,LOW
2,35,Hingna,14,5,2,LOW
2,35,YCCE,14,4,5,LOW
2,35,Pardi,15,7,2,LOW
2,35,HB Town,15,6,4,LOW
2,35,Wathoda Square,15,6,3,LOW
2,35,Kharbi Square,15,4,6,LOW
2,35,Dighori,15,5,5,LOW
2,35,Manewada,15,4,2,LOW
2,35,Chatrapati Square,15,8,6,LOW
2,35,Pratap Nagar,15,6,3,LOW
2,35,Trimurti Nagar,15,3,4,LOW
2,35,Dharampeth,15,2,4,LOW
2,35,Hingna,15,5,4,LOW
2,35,YCCE,15,8,4,LOW
2,35,Pardi,16,6,9,MEDIUM
2,35,HB Town,16,6,6,MEDIUM
2,35,Wathoda Square,16,14,9,MEDIUM
2,35,Kharbi Square,16,8,6,MEDIUM
2,35,Dighori,16,7,12,MEDIUM
2,35,Manewada,16,7,10,MEDIUM
2,35,Chatrapati Square,16,11,10,MEDIUM
2,35,Pratap Nagar,16,13,8,MEDIUM
2,35,Trimurti Nagar,16,8,6,MEDIUM
2,35,Dharampeth,16,14,8,MEDIUM
2,35,Hingna,16,8,12,MEDIUM
2,35,YCCE,16,6,9,MEDIUM
2,35,Pardi,17,11,28,HIGH
2,35,HB Town,17,21,14,HIGH
2,35,Wathoda Square,17,16,13,HIGH
2,35,Kharbi Square,17,13,15,HIGH
2,35,Dighori,17,22,16,HIGH
2,35,Manewada,17,17,12,HIGH
2,35,Chatrapati Square,17,15,23,HIGH
2,35,Pratap Nagar,17,16,19,HIGH
2,35,Trimurti Nagar,17,14,17,HIGH
2,35,Dharampeth,17,14,21,HIGH
2,35,Hingna,17,15,18,HIGH
2,35,YCCE,17,13,25,HIGH
2,35,Pardi,18,15,21,HIGH
2,35,HB Town,18,20,21,HIGH
2,35,Wathoda Square,18,20,19,HIGH
2,35,Kharbi Square,18,11,26,HIGH
2,35,Dighori,18,10,14,HIGH
2,35,Manewada,18,16,19,HIGH
2,35,Chatrapati Square,18,14,22,HIGH
2,35,Pratap Nagar,18,14,23,HIGH
2,35,Trimurti Nagar,18,13,16,HIGH
2,35,Dharampeth,18,18,28,HIGH
2,35,Hingna,18,16,21,HIGH
2,35,YCCE,18,15,16,HIGH
2,35,Pardi,19,18,12,HIGH
2,35,HB Town,19,11,28,HIGH
2,35,Wathoda Square,19,21,16,HIGH
2,35,Kharbi Square,19,13,13,HIGH
2,35,Dighori,19,20,19,HIGH
2,35,Manewada,19,17,26,HIGH
2,35,Chatrapati Square,19,18,26,HIGH
2,35,Pratap Nagar,19,12,22,HIGH
2,35,Trimurti Nagar,19,18,21,HIGH
2,35,Dharampeth,19,15,14,HIGH
2,35,Hingna,19,21,23,HIGH
2,35,YCCE,19,20,12,HIGH
2,35,Pardi,20,18,28,HIGH
2,35,HB Town,20,21,22,HIGH
2,35,Wathoda Square,20,22,19,HIGH
2,35,Kharbi Square,20,11,15,HIGH
2,35,Dighori,20,10,19,HIGH
2,35,Manewada,20,13,18,HIGH
2,35,Chatrapati Square,20,12,15,HIGH
2,35,Pratap Nagar,20,12,16,HIGH
2,35,Trimurti Nagar,20,20,15,HIGH
2,35,Dharampeth,20,17,13,HIGH
2,35,Hingna,20,17,28,HIGH
2,35,YCCE,20,12,13,HIGH
2,35,Pardi,21,6,6,MEDIUM
2,35,HB Town,21,11,7,MEDIUM
2,35,Wathoda Square,21,10,11,MEDIUM
2,35,Kharbi Square,21,11,10,MEDIUM
2,35,Dighori,21,14,6,MEDIUM
2,35,Manewada,21,11,12,MEDIUM
2,35,Chatrapati Square,21,10,8,MEDIUM
2,35,Pratap Nagar,21,11,8,MEDIUM
2,35,Trimurti Nagar,21,13,12,MEDIUM
2,35,Dharampeth,21,12,12,MEDIUM
2,35,Hingna,21,9,7,MEDIUM
2,35,YCCE,21,12,11,MEDIUM
3,61,Burdi,6,7,6,MEDIUM
3,61,Panchasheel Square,6,13,12,MEDIUM
3,61,Rahate Colony,6,10,10,MEDIUM
3,61,Ajni Square,6,8,9,MEDIUM
3,61,Chatrapati Square,6,8,10,MEDIUM
3,61,Ujjwal Nagar,6,12,8,MEDIUM
3,61,Airport,6,7,11,MEDIUM
3,61,Chinchbhavan,6,8,8,MEDIUM
3,61,Khapri,6,6,8,MEDIUM
3,61,Ashokwan,6,7,9,MEDIUM
3,61,Mohgaon,6,10,8,MEDIUM
3,61,Butibori,6,9,10,MEDIUM
3,61,Burdi,7,14,8,MEDIUM
3,61,Panchasheel Square,7,14,11,MEDIUM
3,61,Rahate Colony,7,12,12,MEDIUM
3,61,Ajni Square,7,12,11,MEDIUM
3,61,Chatrapati Square,7,7,7,MEDIUM
3,61,Ujjwal Nagar,7,11,9,MEDIUM
3,61,Airport,7,11,8,MEDIUM
3,61,Chinchbhavan,7,10,8,MEDIUM
3,61,Khapri,7,11,7,MEDIUM
3,61,Ashokwan,7,11,7,MEDIUM
3,61,Mohgaon,7,14,10,MEDIUM
3,61,Butibori,7,9,6,MEDIUM
3,61,Burdi,8,17,23,PEAK
3,61,Panchasheel Square,8,29,20,PEAK
3,61,Rahate Colony,8,17,16,PEAK
3,61,Ajni Square,8,25,12,PEAK
3,61,Chatrapati Square,8,28,24,PEAK
3,61,Ujjwal Nagar,8,25,16,PEAK
3,61,Airport,8,17,16,PEAK
3,61,Chinchbhavan,8,19,20,PEAK
3,61,Khapri,8,23,18,PEAK
3,61,Ashokwan,8,16,20,PEAK
3,61,Mohgaon,8,25,11,PEAK
3,61,Butibori,8,29,24,PEAK
3,61,Burdi,9,25,11,PEAK
3,61,Panchasheel Square,9,28,18,PEAK
3,61,Rahate Colony,9,29,12,PEAK
3,61,Ajni Square,9,18,17,PEAK
3,61,Chatrapati Square,9,21,23,PEAK
3,61,Ujjwal Nagar,9,18,15,PEAK
3,61,Airport,9,23,10,PEAK
3,61,Chinchbhavan,9,28,24,PEAK
3,61,Khapri,9,30,24,PEAK
3,61,Ashokwan,9,21,18,PEAK
3,61,Mohgaon,9,21,23,PEAK
3,61,Butibori,9,22,13,PEAK
3,61,Burdi,10,22,24,PEAK
3,61,Panchasheel Square,10,21,21,PEAK
3,61,Rahate Colony,10,22,23,PEAK
3,61,Ajni Square,10,17,23,PEAK
3,61,Chatrapati Square,10,17,22,PEAK
3,61,Ujjwal Nagar,10,19,12,PEAK
3,61,Airport,10,30,11,PEAK
3,61,Chinchbhavan,10,27,12,PEAK
3,61,Khapri,10,18,21,PEAK
3,61,Ashokwan,10,16,11,PEAK
3,61,Mohgaon,10,27,25,PEAK
3,61,Butibori,10,25,11,PEAK
3,61,Burdi,11,13,10,MEDIUM
3,61,Panchasheel Square,11,12,9,MEDIUM
3,61,Rahate Colony,11,10,9,MEDIUM
3,61,Ajni Square,11,14,11,MEDIUM
3,61,Chatrapati Square,11,14,7,MEDIUM
3,61,Ujjwal Nagar,11,6,6,MEDIUM
3,61,Airport,11,8,6,MEDIUM
3,61,Chinchbhavan,11,6,8,MEDIUM
3,61,Khapri,11,11,7,MEDIUM
3,61,Ashokwan,11,12,6,MEDIUM
3,61,Mohgaon,11,14,8,MEDIUM
3,61,Butibori,11,7,12,MEDIUM
3,61,Burdi,12,7,6,LOW
3,61,Panchasheel Square,12,7,2,LOW
3,61,Rahate Colony,12,2,6,LOW
3,61,Ajni Square,12,6,3,LOW
3,61,Chatrapati Square,12,4,4,LOW
3,61,Ujjwal Nagar,12,5,4,LOW
3,61,Airport,12,8,2,LOW
3,61,Chinchbhavan,12,2,6,LOW
3,61,Khapri,12,7,2,LOW
3,61,Ashokwan,12,4,2,LOW
3,61,Mohgaon,12,4,6,LOW
3,61,Butibori,12,3,6,LOW
3,61,Burdi,13,8,5,LOW
3,61,Panchasheel Square,13,8,5,LOW
3,61,Rahate Colony,13,8,3,LOW
3,61,Ajni Square,13,8,5,LOW
3,61,Chatrapati Square,13,4,6,LOW
3,61,Ujjwal Nagar,13,4,3,LOW
3,61,Airport,13,8,6,LOW
3,61,Chinchbhavan,13,4,2,LOW
3,61,Khapri,13,8,4,LOW
3,61,Ashokwan,13,7,6,LOW
3,61,Mohgaon,13,2,4,LOW
3,61,Butibori,13,8,4,LOW
3,61,Burdi,14,6,2,LOW
3,61,Panchasheel Square,14,2,6,LOW
3,61,Rahate Colony,14,8,6,LOW
3,61,Ajni Square,14,5,5,LOW
3,61,Chatrapati Square,14,3,3,LOW
3,61,Ujjwal Nagar,14,4,3,LOW
3,61,Airport,14,6,4,LOW
3,61,Chinchbhavan,14,3,2,LOW
3,61,Khapri,14,4,3,LOW
3,61,Ashokwan,14,4,4,LOW
3,61,Mohgaon,14,4,5,LOW
3,61,Butibori,14,3,4,LOW
3,61,Burdi,15,5,6,LOW
3,61,Panchasheel Square,15,8,3,LOW
3,61,Rahate Colony,15,7,5,LOW
3,61,Ajni Square,15,4,5,LOW
3,61,Chatrapati Square,15,3,6,LOW
3,61,Ujjwal Nagar,15,5,3,LOW
3,61,Airport,15,2,5,LOW
3,61,Chinchbhavan,15,5,2,LOW
3,61,Khapri,15,2,4,LOW
3,61,Ashokwan,15,6,3,LOW
3,61,Mohgaon,15,2,3,LOW
3,61,Butibori,15,6,3,LOW
3,61,Burdi,16,7,9,MEDIUM
3,61,Panchasheel Square,16,8,11,MEDIUM
3,61,Rahate Colony,16,11,8,MEDIUM
3,61,Ajni Square,16,8,11,MEDIUM
3,61,Chatrapati Square,16,6,8,MEDIUM
3,61,Ujjwal Nagar,16,10,10,MEDIUM
3,61,Airport,16,13,12,MEDIUM
3,61,Chinchbhavan,16,8,6,MEDIUM
3,61,Khapri,16,12,7,MEDIUM
3,61,Ashokwan,16,9,8,MEDIUM
3,61,Mohgaon,16,12,12,MEDIUM
3,61,Butibori,16,6,8,MEDIUM
3,61,Burdi,17,11,17,HIGH
3,61,Panchasheel Square,17,10,25,HIGH
3,61,Rahate Colony,17,14,13,HIGH
3,61,Ajni Square,17,20,26,HIGH
3,61,Chatrapati Square,17,16,26,HIGH
3,61,Ujjwal Nagar,17,12,26,HIGH
3,61,Airport,17,16,13,HIGH
3,61,Chinchbhavan,17,19,16,HIGH
3,61,Khapri,17,10,21,HIGH
3,61,Ashokwan,17,18,21,HIGH
3,61,Mohgaon,17,11,21,HIGH
3,61,Butibori,17,19,12,HIGH
3,61,Burdi,18,16,15,HIGH
3,61,Panchasheel Square,18,15,17,HIGH
3,61,Rahate Colony,18,21,27,HIGH
3,61,Ajni Square,18,22,16,HIGH
3,61,Chatrapati Square,18,15,12,HIGH
3,61,Ujjwal Nagar,18,18,14,HIGH
3,61,Airport,18,15,28,HIGH
3,61,Chinchbhavan,18,21,20,HIGH
3,61,Khapri,18,10,12,HIGH
3,61,Ashokwan,18,10,24,HIGH
3,61,Mohgaon,18,11,23,HIGH
3,61,Butibori,18,11,19,HIGH
3,61,Burdi,19,17,26,HIGH
3,61,Panchasheel Square,19,13,12,HIGH
3,61,Rahate Colony,19,10,22,HIGH
3,61,Ajni Square,19,11,12,HIGH
3,61,Chatrapati Square,19,10,21,HIGH
3,61,Ujjwal Nagar,19,20,13,HIGH
3,61,Airport,19,14,22,HIGH
3,61,Chinchbhavan,19,20,18,HIGH
3,61,Khapri,19,13,13,HIGH
3,61,Ashokwan,19,22,16,HIGH
3,61,Mohgaon,19,19,26,HIGH
3,61,Butibori,19,19,21,HIGH
3,61,Burdi,20,19,14,HIGH
3,61,Panchasheel Square,20,22,18,HIGH
3,61,Rahate Colony,20,21,27,HIGH
3,61,Ajni Square,20,15,18,HIGH
3,61,Chatrapati Square,20,21,16,HIGH
3,61,Ujjwal Nagar,20,14,15,HIGH
3,61,Airport,20,17,16,HIGH
3,61,Chinchbhavan,20,16,17,HIGH
3,61,Khapri,20,22,12,HIGH
3,61,Ashokwan,20,10,24,HIGH
3,61,Mohgaon,20,12,27,HIGH
3,61,Butibori,20,14,28,HIGH
3,61,Burdi,21,7,9,MEDIUM
3,61,Panchasheel Square,21,7,10,MEDIUM
3,61,Rahate Colony,21,14,8,MEDIUM
3,61,Ajni Square,21,13,7,MEDIUM
3,61,Chatrapati Square,21,7,7,MEDIUM
3,61,Ujjwal Nagar,21,8,6,MEDIUM
3,61,Airport,21,7,12,MEDIUM
3,61,Chinchbhavan,21,13,6,MEDIUM
3,61,Khapri,21,7,11,MEDIUM
3,61,Ashokwan,21,10,7,MEDIUM
3,61,Mohgaon,21,6,11,MEDIUM
3,61,Butibori,21,12,9,MEDIUM
3,35,Pardi,6,8,12,MEDIUM
3,35,HB Town,6,13,7,MEDIUM
3,35,Wathoda Square,6,9,10,MEDIUM
3,35,Kharbi Square,6,12,8,MEDIUM
3,35,Dighori,6,13,6,MEDIUM
3,35,Manewada,6,13,6,MEDIUM
3,35,Chatrapati Square,6,7,10,MEDIUM
3,35,Pratap Nagar,6,14,6,MEDIUM
3,35,Trimurti Nagar,6,12,11,MEDIUM
3,35,Dharampeth,6,14,12,MEDIUM
3,35,Hingna,6,11,11,MEDIUM
3,35,YCCE,6,12,6,MEDIUM
3,35,Pardi,7,13,8,MEDIUM
3,35,HB Town,7,14,6,MEDIUM
3,35,Wathoda Square,7,10,9,MEDIUM
3,35,Kharbi Square,7,12,8,MEDIUM
3,35,Dighori,7,6,10,MEDIUM
3,35,Manewada,7,11,7,MEDIUM
3,35,Chatrapati Square,7,13,11,MEDIUM
3,35,Pratap Nagar,7,7,11,MEDIUM
3,35,Trimurti Nagar,7,11,7,MEDIUM
3,35,Dharampeth,7,7,7,MEDIUM
3,35,Hingna,7,11,6,MEDIUM
3,35,YCCE,7,10,10,MEDIUM
3,35,Pardi,8,21,24,PEAK
3,35,HB Town,8,28,22,PEAK
3,35,Wathoda Square,8,15,14,PEAK
3,35,Kharbi Square,8,28,10,PEAK
3,35,Dighori,8,28,23,PEAK
3,35,Manewada,8,27,25,PEAK
3,35,Chatrapati Square,8,24,11,PEAK
3,35,Pratap Nagar,8,16,24,PEAK
3,35,Trimurti Nagar,8,21,22,PEAK
3,35,Dharampeth,8,17,25,PEAK
3,35,Hingna,8,30,10,PEAK
3,35,YCCE,8,15,20,PEAK
3,35,Pardi,9,21,14,PEAK
3,35,HB Town,9,24,16,PEAK
3,35,Wathoda Square,9,22,23,PEAK
3,35,Kharbi Square,9,19,15,PEAK
3,35,Dighori,9,27,10,PEAK
3,35,Manewada,9,23,21,PEAK
3,35,Chatrapati Square,9,20,18,PEAK
3,35,Pratap Nagar,9,15,21,PEAK
3,35,Trimurti Nagar,9,21,15,PEAK
3,35,Dharampeth,9,26,17,PEAK
3,35,Hingna,9,21,10,PEAK
3,35,YCCE,9,28,25,PEAK
3,35,Pardi,10,19,14,PEAK
3,35,HB Town,10,22,24,PEAK
3,35,Wathoda Square,10,20,14,PEAK
3,35,Kharbi Square,10,20,10,PEAK
3,35,Dighori,10,26,19,PEAK
3,35,Manewada,10,24,18,PEAK
3,35,Chatrapati Square,10,15,18,PEAK
3,35,Pratap Nagar,10,15,20,PEAK
3,35,Trimurti Nagar,10,24,25,PEAK
3,35,Dharampeth,10,26,17,PEAK
3,35,Hingna,10,18,13,PEAK
3,35,YCCE,10,23,14,PEAK
3,35,Pardi,11,7,7,MEDIUM
3,35,HB Town,11,11,12,MEDIUM
3,35,Wathoda Square,11,12,9,MEDIUM
3,35,Kharbi Square,11,9,8,MEDIUM
3,35,Dighori,11,9,7,MEDIUM
3,35,Manewada,11,13,11,MEDIUM
3,35,Chatrapati Square,11,8,10,MEDIUM
3,35,Pratap Nagar,11,13,6,MEDIUM
3,35,Trimurti Nagar,11,12,11,MEDIUM
3,35,Dharampeth,11,6,11,MEDIUM
3,35,Hingna,11,6,9,MEDIUM
3,35,YCCE,11,10,8,MEDIUM
3,35,Pardi,12,8,5,LOW
3,35,HB Town,12,3,5,LOW
3,35,Wathoda Square,12,5,2,LOW
3,35,Kharbi Square,12,8,3,LOW
3,35,Dighori,12,2,2,LOW
3,35,Manewada,12,6,6,LOW
3,35,Chatrapati Square,12,4,3,LOW
3,35,Pratap Nagar,12,3,4,LOW
3,35,Trimurti Nagar,12,8,3,LOW
3,35,Dharampeth,12,2,3,LOW
3,35,Hingna,12,8,5,LOW
3,35,YCCE,12,4,4,LOW
3,35,Pardi,13,5,6,LOW
3,35,HB Town,13,7,6,LOW
3,35,Wathoda Square,13,4,3,LOW
3,35,Kharbi Square,13,8,4,LOW
3,35,Dighori,13,2,2,LOW
3,35,Manewada,13,6,5,LOW
3,35,Chatrapati Square,13,7,5,LOW
3,35,Pratap Nagar,13,2,6,LOW
3,35,Trimurti Nagar,13,8,2,LOW
3,35,Dharampeth,13,8,3,LOW
3,35,Hingna,13,7,4,LOW
3,35,YCCE,13,8,3,LOW
3,35,Pardi,14,5,6,LOW
3,35,HB Town,14,3,6,LOW
3,35,Wathoda Square,14,8,2,LOW
3,35,Kharbi Square,14,2,5,LOW
3,35,Dighori,14,3,3,LOW
3,35,Manewada,14,3,3,LOW
3,35,Chatrapati Square,14,8,4,LOW
3,35,Pratap Nagar,14,8,4,LOW
3,35,Trimurti Nagar,14,5,2,LOW
3,35,Dharampeth,14,5,4,LOW
3,35,Hingna,14,8,3,LOW
3,35,YCCE,14,5,2,LOW
3,35,Pardi,15,3,4,LOW
3,35,HB Town,15,2,6,LOW
3,35,Wathoda Square,15,5,4,LOW
3,35,Kharbi Square,15,4,6,LOW
3,35,Dighori,15,7,6,LOW
3,35,Manewada,15,6,3,LOW
3,35,Chatrapati Square,15,5,2,LOW
3,35,Pratap Nagar,15,7,6,LOW
3,35,Trimurti Nagar,15,3,5,LOW
3,35,Dharampeth,15,8,3,LOW
3,35,Hingna,15,4,4,LOW
3,35,YCCE,15,7,3,LOW
3,35,Pardi,16,13,9,MEDIUM
3,35,HB Town,16,12,10,MEDIUM
3,35,Wathoda Square,16,13,7,MEDIUM
3,35,Kharbi Square,16,10,8,MEDIUM
3,35,Dighori,16,9,7,MEDIUM
3,35,Manewada,16,8,11,MEDIUM
3,35,Chatrapati Square,16,9,8,MEDIUM
3,35,Pratap Nagar,16,13,7,MEDIUM
3,35,Trimurti Nagar,16,14,11,MEDIUM
3,35,Dharampeth,16,12,9,MEDIUM
3,35,Hingna,16,7,11,MEDIUM
3,35,YCCE,16,11,8,MEDIUM
3,35,Pardi,17,10,17,HIGH
3,35,HB Town,17,11,28,HIGH
3,35,Wathoda Square,17,19,19,HIGH
3,35,Kharbi Square,17,16,13,HIGH
3,35,Dighori,17,13,21,HIGH
3,35,Manewada,17,10,23,HIGH
3,35,Chatrapati Square,17,15,16,HIGH
3,35,Pratap Nagar,17,13,27,HIGH
3,35,Trimurti Nagar,17,19,27,HIGH
3,35,Dharampeth,17,22,27,HIGH
3,35,Hingna,17,11,22,HIGH
3,35,YCCE,17,21,12,HIGH
3,35,Pardi,18,13,14,HIGH
3,35,HB Town,18,11,16,HIGH
3,35,Wathoda Square,18,12,20,HIGH
3,35,Kharbi Square,18,10,14,HIGH
3,35,Dighori,18,18,19,HIGH
3,35,Manewada,18,10,22,HIGH
3,35,Chatrapati Square,18,17,25,HIGH
3,35,Pratap Nagar,18,12,26,HIGH
3,35,Trimurti Nagar,18,17,15,HIGH
3,35,Dharampeth,18,20,23,HIGH
3,35,Hingna,18,19,15,HIGH
3,35,YCCE,18,10,20,HIGH
3,35,Pardi,19,10,19,HIGH
3,35,HB Town,19,10,17,HIGH
3,35,Wathoda Square,19,22,17,HIGH
3,35,Kharbi Square,19,12,22,HIGH
3,35,Dighori,19,10,21,HIGH
3,35,Manewada,19,15,17,HIGH
3,35,Chatrapati Square,19,17,14,HIGH
3,35,Pratap Nagar,19,20,18,HIGH
3,35,Trimurti Nagar,19,12,12,HIGH
3,35,Dharampeth,19,10,28,HIGH
3,35,Hingna,19,16,15,HIGH
3,35,YCCE,19,19,23,HIGH
3,35,Pardi,20,13,13,HIGH
3,35,HB Town,20,13,15,HIGH
3,35,Wathoda Square,20,14,12,HIGH
3,35,Kharbi Square,20,22,28,HIGH
3,35,Dighori,20,14,26,HIGH
3,35,Manewada,20,11,26,HIGH
3,35,Chatrapati Square,20,22,14,HIGH
3,35,Pratap Nagar,20,12,17,HIGH
3,35,Trimurti Nagar,20,21,21,HIGH
3,35,Dharampeth,20,16,20,HIGH
3,35,Hingna,20,17,13,HIGH
3,35,YCCE,20,18,20,HIGH
3,35,Pardi,21,14,11,MEDIUM
3,35,HB Town,21,12,11,MEDIUM
3,35,Wathoda Square,21,9,12,MEDIUM
3,35,Kharbi Square,21,6,10,MEDIUM
3,35,Dighori,21,9,9,MEDIUM
3,35,Manewada,21,9,9,MEDIUM
3,35,Chatrapati Square,21,11,12,MEDIUM
3,35,Pratap Nagar,21,12,6,MEDIUM
3,35,Trimurti Nagar,21,12,9,MEDIUM
3,35,Dharampeth,21,7,11,MEDIUM
3,35,Hingna,21,11,12,MEDIUM
3,35,YCCE,21,10,6,MEDIUM
4,61,Burdi,6,6,8,MEDIUM
4,61,Panchasheel Square,6,10,8,MEDIUM
4,61,Rahate Colony,6,14,10,MEDIUM
4,61,Ajni Square,6,9,10,MEDIUM
4,61,Chatrapati Square,6,11,6,MEDIUM
4,61,Ujjwal Nagar,6,13,6,MEDIUM
4,61,Airport,6,9,12,MEDIUM
4,61,Chinchbhavan,6,7,7,MEDIUM
4,61,Khapri,6,7,7,MEDIUM
4,61,Ashokwan,6,11,11,MEDIUM
4,61,Mohgaon,6,8,6,MEDIUM
4,61,Butibori,6,11,7,MEDIUM
4,61,Burdi,7,10,8,MEDIUM
4,61,Panchasheel Square,7,13,9,MEDIUM
4,61,Rahate Colony,7,9,8,MEDIUM
4,61,Ajni Square,7,6,8,MEDIUM
4,61,Chatrapati Square,7,11,9,MEDIUM
4,61,Ujjwal Nagar,7,9,11,MEDIUM
4,61,Airport,7,14,6,MEDIUM
4,61,Chinchbhavan,7,13,6,MEDIUM
4,61,Khapri,7,10,8,MEDIUM
4,61,Ashokwan,7,11,8,MEDIUM
4,61,Mohgaon,7,8,12,MEDIUM
4,61,Butibori,7,11,6,MEDIUM
4,61,Burdi,8,28,21,PEAK
4,61,Panchasheel Square,8,22,22,PEAK
4,61,Rahate Colony,8,21,25,PEAK
4,61,Ajni Square,8,21,17,PEAK
4,61,Chatrapati Square,8,26,23,PEAK
4,61,Ujjwal Nagar,8,21,21,PEAK
4,61,Airport,8,17,21,PEAK
4,61,Chinchbhavan,8,17,16,PEAK
4,61,Khapri,8,27,20,PEAK
4,61,Ashokwan,8,18,18,PEAK
4,61,Mohgaon,8,20,23,PEAK
4,61,Butibori,8,24,16,PEAK
4,61,Burdi,9,21,21,PEAK
4,61,Panchasheel Square,9,27,14,PEAK
4,61,Rahate Colony,9,18,20,PEAK
4,61,Ajni Square,9,23,14,PEAK
4,61,Chatrapati Square,9,19,21,PEAK
4,61,Ujjwal Nagar,9,17,12,PEAK
4,61,Airport,9,18,15,PEAK
4,61,Chinchbhavan,9,27,12,PEAK
4,61,Khapri,9,16,22,PEAK
4,61,Ashokwan,9,22,14,PEAK
4,61,Mohgaon,9,15,20,PEAK
4,61,Butibori,9,25,21,PEAK
4,61,Burdi,10,18,14,PEAK
4,61,Panchasheel Square,10,15,25,PEAK
4,61,Rahate Colony,10,22,19,PEAK
4,61,Ajni Square,10,19,11,PEAK
4,61,Chatrapati Square,10,21,21,PEAK
4,61,Ujjwal Nagar,10,23,15,PEAK
4,61,Airport,10,18,21,PEAK
4,61,Chinchbhavan,10,15,24,PEAK
4,61,Khapri,10,30,24,PEAK
4,61,Ashokwan,10,20,11,PEAK
4,61,Mohgaon,10,17,12,PEAK
4,61,Butibori,10,26,22,PEAK
4,61,Burdi,11,8,8,MEDIUM
4,61,Panchasheel Square,11,12,8,MEDIUM
4,61,Rahate Colony,11,14,7,MEDIUM
4,61,Ajni Square,11,7,8,MEDIUM
4,61,Chatrapati Square,11,11,10,MEDIUM
4,61,Ujjwal Nagar,11,14,7,MEDIUM
4,61,Airport,11,14,11,MEDIUM
4,61,Chinchbhavan,11,9,11,MEDIUM
4,61,Khapri,11,10,8,MEDIUM
4,61,Ashokwan,11,12,7,MEDIUM
4,61,Mohgaon,11,7,10,MEDIUM
4,61,Butibori,11,12,7,MEDIUM
4,61,Burdi,12,3,2,LOW
4,61,Panchasheel Square,12,2,2,LOW
4,61,Rahate Colony,12,5,2,LOW
4,61,Ajni Square,12,5,6,LOW
4,61,Chatrapati Square,12,3,6,LOW
4,61,Ujjwal Nagar,12,7,5,LOW
4,61,Airport,12,2,4,LOW
4,61,Chinchbhavan,12,7,4,LOW
4,61,Khapri,12,2,5,LOW
4,61,Ashokwan,12,2,6,LOW
4,61,Mohgaon,12,4,3,LOW
4,61,Butibori,12,8,6,LOW
4,61,Burdi,13,7,3,LOW
4,61,Panchasheel Square,13,5,5,LOW
4,61,Rahate Colony,13,2,5,LOW
4,61,Ajni Square,13,5,2,LOW
4,61,Chatrapati Square,13,8,3,LOW
4,61,Ujjwal Nagar,13,3,6,LOW
4,61,Airport,13,5,3,LOW
4,61,Chinchbhavan,13,3,2,LOW
4,61,Khapri,13,4,6,LOW
4,61,Ashokwan,13,8,4,LOW
4,61,Mohgaon,13,6,2,LOW
